symbol,pnl,ret_pct,exit_reason,r72_pct,r24_pct,r6_pct,vr,regime,sig,entry_price,qty,ret_1h,ret_2h,ret_3h,ret_4h,mfe_1h,mfe_4h,mae_1h,mae_4h,high_1h,high_4h,low_below_entry_1h,low_below_entry_3h
CVX/USDT,1164.09,2.0,pump_stagnation_exit,17.0,24.0,14.0,2.5,HOT,early,4.847422,13332.51,0.36,5.11,3.77,5.58,2.3,6.45,-0.98,-0.98,True,True,True,True
PHA/USDT,23176.57,35.78,pump_breakeven,16.0,26.0,18.0,9.4,WARM,early,0.151276,431071.87,35.78,35.78,35.78,35.78,37.83,37.83,-3.62,-3.62,True,True,True,True
PHA/USDT,-9944.49,-10.6,pump_initial_stop,56.0,73.0,58.0,30.0,WARM,early,0.205603,448270.66,-10.51,-10.51,-10.51,-10.51,0.53,0.53,-13.43,-13.43,True,True,True,True
BAT/USDT,1486.67,2.27,pump_stagnation_exit,24.0,31.0,26.0,21.3,WARM,early,0.286543,250677.75,-5.08,-6.82,-5.53,-1.69,3.44,3.44,-6.44,-8.25,True,True,True,True
RSR/USDT,-3707.63,-4.22,pump_3h_down,30.0,33.0,21.0,5.5,HOT,early,0.014713,5710999.83,0.98,-0.5,-1.36,-4.17,7.39,7.39,-1.14,-4.18,True,True,True,True
PHA/USDT,35146.02,60.35,pump_trailing_stop,33.0,36.0,30.0,53.8,WARM,early,0.169485,345116.57,4.43,6.97,2.72,4.79,8.21,14.17,-2.0,-2.0,True,True,True,True
COW/USDT,-1710.13,-1.94,pump_time_exit,31.0,34.0,20.0,2.6,WARM,early,1.053727,75902.64,4.28,6.13,8.44,7.58,5.65,14.4,-0.81,-0.81,True,True,True,True
PHA/USDT,34801.03,57.89,pump_trailing_stop,103.0,37.0,38.0,2.3,WARM,early,0.369184,163560.36,0.49,10.76,7.78,8.75,5.1,15.15,-3.03,-3.03,True,True,True,True
GMT/USDT,-1443.03,-1.18,pump_time_exit,42.0,45.0,22.0,2.6,WARM,early,0.194997,538131.79,3.74,0.82,6.62,5.08,6.51,10.0,-1.79,-1.79,True,True,True,True
XVG/USDT,6962.88,6.89,pump_stagnation_exit,11.0,27.0,21.0,21.5,WARM,early,0.01525,6828537.92,-3.68,-5.49,0.7,-1.3,0.07,0.89,-4.3,-7.64,True,True,True,True
HIVE/USDT,-5235.8,-4.67,pump_3h_down,32.0,25.0,31.0,10.6,WARM,early,0.437419,246024.74,1.78,1.32,0.32,5.78,6.67,6.67,-1.65,-1.65,True,True,True,True
DGB/USDT,-2780.4,-2.45,pump_3h_down,7.0,20.0,18.0,27.5,WARM,early,0.012756,8230910.98,0.19,-0.21,-1.23,-2.72,3.63,3.63,-0.99,-3.11,True,True,True,True
TAO/USDT,-4492.08,-4.14,pump_3h_down,14.0,21.0,13.0,4.3,WARM,early,536.8683,192.98,1.01,-1.41,-1.97,-4.09,1.4,1.89,-1.76,-5.41,True,True,True,True
ACT/USDT,-4403.32,-4.09,pump_stagnation_exit,19.0,20.0,14.0,2.7,HOT,early,0.338469,303789.06,-1.97,-2.62,-1.2,-1.65,-0.05,0.45,-2.35,-3.3,False,True,True,True
DEXE/USDT,-1024.99,-0.66,pump_time_exit,48.0,30.0,13.0,5.0,HOT,early,19.202597,6196.4,8.43,9.66,6.4,5.18,13.84,13.84,-1.28,-1.28,True,True,True,True
CETUS/USDT,184.18,0.39,pump_stagnation_exit,27.0,20.0,14.0,4.2,WARM,early,0.369385,267046.91,0.0,-0.1,0.36,-0.05,1.28,2.25,-1.11,-1.11,True,True,True,True
KAVA/USDT,-5103.26,-5.15,pump_3h_down,31.0,22.0,12.0,6.7,HOT,early,0.583392,163539.45,-2.28,-4.54,-5.09,-5.09,-0.05,-0.05,-2.96,-5.11,False,False,True,True
STEEM/USDT,-7220.87,-7.12,pump_3h_down,12.0,24.0,18.0,8.2,WARM,early,0.297549,331828.55,-6.64,-5.96,-3.75,-6.33,0.79,0.79,-7.61,-7.61,True,True,True,True
AI/USDT,-2071.93,-2.04,pump_stagnation_exit,-1.0,21.0,14.0,2.4,WARM,early,0.752076,123086.0,-1.13,1.11,2.09,1.28,0.42,2.92,-2.5,-2.5,True,True,True,True
AIXBT/USDT,-1355.25,-1.28,pump_3h_down,20.0,37.0,29.0,4.0,WARM,early,0.566583,161553.55,1.17,-0.16,-0.46,-1.27,3.66,3.66,-1.25,-2.75,True,True,True,True
IOST/USDT,-3266.28,-3.4,pump_3h_down,11.0,29.0,21.0,6.7,WARM,early,0.008242,11023325.1,-1.47,-2.4,-3.36,-3.36,2.79,2.79,-2.29,-4.43,True,True,True,True
AIXBT/USDT,-3832.73,-4.29,pump_3h_down,34.0,68.0,14.0,2.5,HOT,early,0.639119,133655.48,-0.02,-1.86,-4.26,-4.26,0.84,0.84,-0.55,-4.54,True,True,True,True
SAGA/USDT,-5683.27,-6.32,pump_3h_down,22.0,25.0,24.0,22.2,WARM,early,1.535567,56854.73,-3.55,-5.94,-6.29,-6.29,0.24,0.24,-5.01,-7.44,True,True,True,True
AIXBT/USDT,-1655.31,-1.43,pump_time_exit,71.0,24.0,19.0,2.0,WARM,early,0.793797,127681.89,9.89,12.19,10.6,10.87,11.49,24.72,-1.08,-1.08,True,True,True,True
SPELL/USDT,11417.85,11.59,pump_breakeven,50.0,39.0,23.0,2.7,WARM,early,0.001076,93293927.48,11.85,11.85,11.85,11.85,30.14,30.14,-2.72,-2.72,True,True,True,True
SPELL/USDT,-9884.01,-9.66,pump_3h_down,66.0,58.0,38.0,6.5,HOT,early,0.001202,83528689.48,-3.37,-6.76,-9.57,-9.57,10.1,10.1,-5.86,-12.05,True,True,True,True
LQTY/USDT,-2400.16,-2.65,pump_3h_down,8.0,19.0,12.0,4.7,WARM,early,2.04102,41352.1,1.08,-0.49,-0.44,-1.96,1.86,1.86,-0.64,-2.4,True,True,True,True
HIVE/USDT,-4431.64,-5.13,pump_3h_down,22.0,23.0,17.0,2.2,WARM,early,0.476738,174518.78,-1.18,-2.63,-5.11,-5.11,4.06,4.06,-2.13,-5.59,True,True,True,True
SPELL/USDT,-2430.01,-2.94,pump_3h_down,33.0,40.0,15.0,2.1,WARM,early,0.001155,67101999.27,3.55,-0.99,-5.27,-3.39,8.55,8.55,-0.15,-6.26,True,True,True,True
VTHO/USDT,-6087.47,-7.44,pump_initial_stop,-15.0,28.0,21.0,2.7,WARM,early,0.006496,12278972.78,-6.47,-8.02,-7.33,-7.33,2.81,2.81,-6.87,-10.15,True,True,True,True
USUAL/USDT,-2106.13,-2.55,pump_time_exit,23.0,25.0,19.0,13.8,WARM,early,0.371586,206471.82,0.78,-0.67,3.77,4.82,3.5,7.19,-0.59,-2.01,True,True,True,True
QTUM/USDT,-3874.53,-4.93,pump_stagnation_exit,-11.0,22.0,17.0,2.0,WARM,early,3.417708,22140.1,2.96,0.65,-0.55,1.35,3.72,4.75,-1.54,-1.6,True,True,True,True
MBOX/USDT,-5419.83,-7.84,pump_3h_down,21.0,26.0,26.0,57.1,WARM,early,0.125263,538693.77,-0.77,-5.48,-7.79,-7.79,7.77,7.77,-3.4,-8.83,True,True,True,True
GMX/USDT,-1269.17,-1.52,pump_3h_down,20.0,20.0,15.0,6.9,WARM,early,20.37018,3619.51,-0.39,-0.34,-1.28,-1.47,0.83,1.03,-1.62,-1.72,True,True,True,True
ME/USDT,-6090.7,-9.16,pump_3h_down,38.0,49.0,24.0,7.8,HOT,early,1.841921,35355.01,-0.65,-5.48,-9.06,-9.06,2.5,2.5,-3.47,-10.26,True,True,True,True
RPL/USDT,-1670.35,-2.28,pump_profit_protect,26.0,37.0,27.0,28.6,WARM,early,7.78389,8650.83,3.16,1.11,-2.23,-2.23,15.62,15.62,-2.75,-4.42,True,True,True,True
1MBABYDOGE/USDT,-6513.52,-9.32,pump_3h_down,19.0,26.0,17.0,2.6,HOT,early,0.001821,37627022.26,-5.43,-7.44,-9.29,-9.29,0.16,0.16,-6.3,-9.58,True,True,True,True
RPL/USDT,-1526.12,-2.59,pump_profit_protect,21.0,35.0,23.0,48.9,WARM,early,7.613805,7180.22,4.94,7.44,6.52,4.42,11.51,15.05,-1.23,-1.23,True,True,True,True
AIXBT/USDT,-3081.72,-4.74,pump_3h_down,6.0,28.0,19.0,2.4,WARM,early,0.297449,210052.02,-1.26,-1.7,-4.69,-4.69,9.26,9.26,-5.43,-5.43,True,True,True,True
COOKIE/USDT,-4216.11,-9.94,pump_3h_down,64.0,65.0,32.0,6.0,WARM,early,0.263031,158203.93,-3.66,-7.31,-3.7,-6.67,2.46,2.46,-5.45,-8.03,True,True,True,True
RPL/USDT,-245.91,-0.37,pump_stagnation_exit,97.0,49.0,31.0,7.9,WARM,early,11.28564,3854.76,1.9,-0.4,1.81,0.57,4.38,5.71,-0.14,-3.68,True,True,True,True
CAKE/USDT,-2838.75,-6.76,pump_3h_down,88.0,59.0,21.0,2.0,WARM,early,3.135567,13016.52,-3.4,-2.41,-5.92,-6.72,0.24,0.24,-4.87,-8.72,True,True,True,True
JUV/USDT,-854.08,-4.61,pump_3h_down,111.0,108.0,110.0,242.6,WARM,early,2.192095,8101.33,1.87,-6.3,-2.42,-0.96,9.3,9.3,-0.87,-8.76,True,True,True,True
LISTA/USDT,442.61,0.81,pump_breakeven,48.0,41.0,43.0,23.0,WARM,early,0.253727,288206.35,12.25,6.93,4.84,8.27,14.3,15.48,-5.69,-5.69,True,True,True,True
API3/USDT,-3631.7,-6.17,pump_3h_down,17.0,19.0,13.0,28.4,WARM,early,1.070535,53319.14,1.26,-4.81,-6.96,-6.68,2.01,2.01,-1.82,-8.08,True,True,True,True
S/USDT,513.93,1.13,pump_stagnation_exit,51.0,20.0,13.0,1.7,WARM,confirmed,0.86063,64212.55,-1.33,3.03,-1.47,0.62,0.98,4.46,-1.79,-1.93,True,True,True,True
S/USDT,-5305.82,-9.37,pump_initial_stop,62.0,36.0,14.0,1.7,WARM,confirmed,0.986993,56252.0,-5.35,-9.32,-9.32,-9.32,0.1,0.1,-6.63,-10.83,True,True,True,True
JTO/USDT,-2850.21,-5.2,pump_time_exit,23.0,21.0,19.0,42.2,WARM,early,3.196597,16538.24,-0.49,7.58,4.2,2.86,0.64,9.37,-1.74,-1.74,True,True,True,True
TST/USDT,-5668.88,-9.1,pump_time_exit,48.0,38.0,37.0,9.1,WARM,early,0.113257,538646.54,-3.58,-2.17,-1.37,4.1,2.33,7.19,-7.56,-7.56,True,True,True,True
LPT/USDT,-3658.49,-7.33,pump_3h_down,4.0,24.0,16.0,3.6,WARM,early,7.736866,6282.19,-5.74,-5.71,-3.5,-6.22,-0.05,-0.05,-6.72,-7.86,False,False,True,True
KAITO/USDT,622.13,1.31,pump_breakeven,37.0,20.0,17.0,2.3,WARM,early,2.098749,26744.09,-5.09,-1.82,-2.5,2.08,3.71,3.71,-6.47,-6.47,True,True,True,True
IOTA/USDT,-7543.6,-13.16,pump_initial_stop,46.0,48.0,41.0,13.1,HOT,early,0.296848,190341.61,-13.09,-13.09,-13.09,-13.09,3.49,3.49,-14.6,-14.6,True,True,True,True
IOTA/USDT,-244.26,-0.37,pump_stagnation_exit,26.0,30.0,23.0,24.2,HOT,early,0.258029,165862.69,-0.32,1.58,1.07,1.54,0.65,3.63,-3.34,-3.34,True,True,True,True
YGG/USDT,-2387.22,-5.32,pump_time_exit,23.0,29.0,26.0,33.3,HOT,early,0.283542,152752.87,-0.76,0.02,7.22,5.31,2.28,12.43,-5.48,-5.48,True,True,True,True
KAITO/USDT,-2059.91,-6.19,pump_3h_down,-18.0,27.0,27.0,5.0,WARM,early,1.937768,16648.02,-6.36,-0.99,-4.3,-6.12,0.07,2.1,-7.04,-8.26,True,True,True,True
REZ/USDT,-2178.21,-5.12,pump_3h_down,10.0,32.0,36.0,41.9,WARM,early,0.023682,1729804.16,-0.98,-1.11,-5.16,-5.16,1.93,3.96,-2.75,-6.85,True,True,True,True
MOVE/USDT,-1934.64,-4.66,pump_3h_down,-0.0,26.0,16.0,5.3,WARM,early,0.497949,80079.08,-0.81,-3.68,-4.59,-4.59,0.71,0.71,-2.76,-5.29,True,True,True,True
BANANA/USDT,-2817.62,-5.84,pump_initial_stop,37.0,76.0,60.0,16.1,HOT,early,18.62931,2506.21,-4.08,-5.79,-5.79,-5.79,6.28,6.28,-6.55,-12.13,True,True,True,True
BANANA/USDT,-1933.23,-6.82,pump_3h_down,29.0,56.0,52.0,24.8,WARM,early,17.558775,1570.61,-4.38,-4.78,-6.83,-6.83,2.68,2.68,-5.57,-7.91,True,True,True,True
AUCTION/USDT,-2885.07,-6.22,pump_stagnation_exit,62.0,37.0,22.0,3.1,WARM,early,26.303145,1710.73,2.54,-3.21,-0.92,-1.87,4.09,4.09,-2.18,-4.76,True,True,True,True
VANRY/USDT,-3256.78,-9.09,pump_3h_down,2.0,24.0,17.0,2.9,WARM,early,0.030015,1169002.6,-4.05,-5.71,-3.71,-3.05,4.28,4.28,-6.38,-7.05,True,True,True,True
SOLV/USDT,-576.83,-1.44,pump_3h_down,24.0,22.0,17.0,7.0,WARM,early,0.050535,694553.83,2.09,-0.03,-0.13,-1.38,2.62,2.62,-3.24,-3.24,True,True,True,True
VIC/USDT,672.32,5.01,pump_breakeven,19.0,41.0,20.0,2.7,WARM,early,0.27944,50021.51,12.19,23.25,34.34,38.46,14.51,46.29,-3.23,-3.23,True,True,True,True
RARE/USDT,-2511.54,-7.3,pump_3h_down,-6.0,34.0,19.0,8.0,WARM,early,0.116558,287462.92,-3.57,-3.65,-1.34,-5.54,1.15,1.15,-5.11,-6.74,True,True,True,True
PNUT/USDT,-1062.69,-3.07,pump_3h_down,25.0,19.0,13.0,2.5,WARM,early,0.205503,158444.12,3.31,3.16,1.7,0.68,3.65,5.01,-0.29,-0.29,True,True,True,True
NMR/USDT,-1171.27,-3.77,pump_3h_down,28.0,32.0,24.0,62.7,WARM,early,11.175585,2644.59,0.58,-1.75,-2.47,-3.81,2.72,2.72,-1.39,-4.26,True,True,True,True
ZRO/USDT,16964.08,53.74,pump_trailing_stop,25.0,19.0,15.0,11.0,WARM,early,2.044021,15517.53,6.7,11.01,11.5,8.66,11.3,15.21,-0.49,-0.49,True,True,True,True
ACX/USDT,-1812.79,-5.05,pump_3h_down,39.0,24.0,15.0,11.9,WARM,early,0.357479,96706.23,-0.72,-1.48,-5.03,-5.03,1.85,1.85,-3.21,-5.9,True,True,True,True
API3/USDT,-266.75,-0.47,pump_time_exit,25.0,25.0,24.0,3.9,WARM,early,1.069535,37042.77,5.47,11.17,14.91,16.5,8.08,20.52,-5.38,-5.38,True,True,True,True
COMP/USDT,-3164.09,-9.61,pump_3h_down,27.0,33.0,28.0,91.4,WARM,early,51.38568,628.2,2.58,-4.92,-6.76,-9.55,6.14,6.14,-1.53,-10.31,True,True,True,True
ARK/USDT,-1676.8,-4.34,pump_3h_down,22.0,19.0,18.0,2.3,WARM,early,0.358579,103172.16,-2.25,-2.81,-4.34,-4.34,2.07,2.07,-2.98,-5.07,True,True,True,True
PENDLE/USDT,-1190.94,-3.1,pump_3h_down,28.0,23.0,13.0,2.0,HOT,early,3.4017,10628.97,1.07,0.48,-0.67,-1.58,1.33,1.74,-0.11,-2.23,True,True,True,True
LAYER/USDT,-1134.06,-2.95,pump_3h_down,21.0,32.0,19.0,5.2,HOT,early,1.822611,19761.64,-0.46,-2.38,-1.41,-2.51,1.42,1.98,-1.22,-3.41,True,True,True,True
LISTA/USDT,-1359.67,-3.69,pump_stagnation_exit,18.0,25.0,24.0,5.8,WARM,early,0.150375,232707.92,-7.23,-6.7,-5.3,-4.04,-0.05,2.41,-7.63,-7.63,False,True,True,True
PIXEL/USDT,-1302.26,-3.66,pump_stagnation_exit,29.0,27.0,14.0,4.9,WARM,early,0.027544,1227251.01,-6.08,-4.77,-5.02,-4.52,1.37,1.37,-6.11,-6.22,True,True,True,True
JASMY/USDT,-2706.9,-6.51,pump_3h_down,61.0,30.0,19.0,2.3,WARM,early,0.016378,2466343.57,3.74,0.07,-2.31,-2.43,8.38,8.38,-3.41,-3.96,True,True,True,True
1000CAT/USDT,-861.97,-2.47,pump_3h_down,27.0,19.0,18.0,11.7,WARM,early,0.005903,5473150.34,-1.57,-2.25,0.63,-0.39,0.12,1.64,-2.25,-2.93,True,True,True,True
ARK/USDT,-493.87,-1.34,pump_time_exit,31.0,35.0,18.0,3.8,WARM,early,0.466833,68678.37,2.18,1.84,7.04,4.23,4.71,14.37,-0.22,-0.22,True,True,True,True
IQ/USDT,-5441.83,-15.94,pump_stagnation_exit,52.0,60.0,21.0,10.4,WARM,early,0.00575,5871157.51,3.86,0.4,4.63,-3.58,5.06,5.97,-1.37,-4.35,True,True,True,True
T/USDT,-137.06,-0.2,pump_profit_protect,47.0,43.0,39.0,21.2,WARM,early,0.02096,1654954.8,4.58,16.31,8.54,0.19,12.45,19.99,-2.48,-2.48,True,True,True,True
MEME/USDT,-482.66,-2.06,pump_stagnation_exit,26.0,34.0,27.0,14.6,WARM,early,0.001937,11032003.4,-2.32,-5.99,-4.75,-6.71,0.05,0.05,-4.13,-8.16,True,True,True,True
WAXP/USDT,-3197.39,-9.13,pump_3h_down,49.0,39.0,29.0,5.7,WARM,early,0.029565,1160726.5,-4.92,-5.66,-9.08,-9.08,2.15,2.15,-8.03,-9.35,True,True,True,True
WAXP/USDT,1001.61,3.91,pump_stagnation_exit,33.0,20.0,15.0,7.7,WARM,early,0.026893,1003876.29,-0.2,0.84,2.74,0.06,0.62,3.37,-1.87,-1.87,True,True,True,True
MAGIC/USDT,671.01,3.37,pump_initial_stop,86.0,72.0,64.0,29.5,WARM,early,0.129465,163459.57,3.35,3.35,3.35,3.35,8.6,8.6,-10.01,-10.01,True,True,True,True
MAGIC/USDT,-1902.15,-8.75,pump_initial_stop,87.0,78.0,70.0,46.2,WARM,early,0.133967,158720.39,0.4,-2.89,-8.71,-8.71,7.34,7.34,-3.63,-10.5,True,True,True,True
MAGIC/USDT,18139.96,72.84,pump_trailing_stop,70.0,62.0,34.0,31.5,WARM,early,0.122361,204280.67,-5.12,2.24,7.63,10.08,1.67,13.93,-5.28,-5.36,True,True,True,True
HIGH/USDT,-164.6,-0.51,pump_time_exit,32.0,34.0,29.0,38.0,WARM,early,0.482241,47807.99,7.83,6.38,15.71,10.32,10.53,16.95,-3.58,-3.58,True,True,True,True
SKL/USDT,-3210.18,-8.59,pump_3h_down,29.0,22.0,16.0,4.0,WARM,early,0.025433,1437593.31,6.01,2.47,2.15,7.54,8.48,14.38,-6.42,-6.42,True,True,True,True
TURBO/USDT,129.37,0.52,pump_stagnation_exit,52.0,36.0,24.0,3.8,WARM,early,0.003047,13151884.63,4.28,0.97,-3.46,-4.74,7.4,7.73,-0.84,-4.94,True,True,True,True
PENGU/USDT,-1139.24,-2.57,pump_stagnation_exit,42.0,40.0,18.0,3.7,HOT,early,0.007048,5846116.03,-2.5,-4.26,0.05,-0.29,7.04,7.04,-3.77,-4.83,True,True,True,True
COOKIE/USDT,-729.23,-1.82,pump_3h_down,35.0,27.0,13.0,4.5,WARM,early,0.128064,282571.71,-0.05,-1.22,0.03,-1.22,1.28,1.28,-2.39,-3.64,True,True,True,True
TURBO/USDT,10110.14,38.34,pump_trailing_stop,67.0,50.0,15.0,1.7,HOT,confirmed,0.003461,7667172.04,8.21,15.76,17.4,18.36,14.98,27.0,-0.17,-0.17,True,True,True,True
ACT/USDT,-9321.57,-24.2,pump_initial_stop,25.0,36.0,13.0,5.1,HOT,early,0.077139,495738.09,-3.68,-24.29,-24.29,-24.29,6.04,6.04,-3.94,-28.7,True,True,True,True
EGLD/USDT,-2345.3,-5.59,pump_3h_down,38.0,24.0,20.0,11.7,WARM,early,19.119555,2120.99,0.32,-1.93,-4.23,-5.59,4.6,4.6,-2.09,-6.64,True,True,True,True
CETUS/USDT,-144.78,-0.41,pump_time_exit,86.0,40.0,11.0,2.1,WARM,early,0.191896,123272.82,0.84,-2.97,-2.29,-3.8,4.95,4.95,-1.82,-4.69,True,True,True,True
PENGU/USDT,25025.11,64.24,pump_trailing_stop,69.0,31.0,15.0,4.2,WARM,early,0.008407,4652652.98,2.65,1.31,2.07,1.52,8.85,8.85,-0.42,-0.42,True,True,True,True
PUNDIX/USDT,-797.44,-1.57,pump_stagnation_exit,24.0,29.0,27.0,16.2,WARM,early,0.373687,120600.45,-3.23,-1.98,-1.84,4.1,2.17,7.04,-4.73,-4.73,True,True,True,True
HIGH/USDT,-571.49,-1.09,pump_time_exit,12.0,25.0,17.0,4.8,WARM,early,0.605302,73211.41,3.58,4.91,3.75,-0.05,8.54,9.86,-2.03,-2.03,True,True,True,True
PIVX/USDT,-2972.88,-8.01,pump_3h_down,46.0,61.0,41.0,37.8,WARM,early,0.218509,165811.56,3.43,-0.19,-6.27,-7.92,5.12,5.9,-1.83,-9.39,True,True,True,True
BEAMX/USDT,-1030.92,-2.12,pump_3h_down,21.0,23.0,13.0,14.0,WARM,early,0.008884,4995473.43,-2.86,-0.5,-1.74,-2.19,-0.05,0.63,-4.21,-4.21,False,True,True,True
BB/USDT,932.69,2.4,pump_stagnation_exit,15.0,19.0,13.0,5.3,WARM,early,0.131766,321624.2,-0.28,1.7,0.33,-0.2,0.78,2.91,-1.34,-1.34,True,True,True,True
PENGU/USDT,-301.01,-0.5,pump_stagnation_exit,27.0,24.0,21.0,3.2,HOT,early,0.014133,3031590.97,1.24,-0.69,-0.57,-0.14,2.32,2.32,-0.93,-2.48,True,True,True,True
PNUT/USDT,2543.5,6.06,pump_stagnation_exit,29.0,37.0,20.0,6.1,HOT,early,0.207704,209203.33,-0.48,-0.63,1.25,4.43,0.38,4.67,-2.7,-2.7,True,True,True,True
VIRTUAL/USDT,-3187.86,-6.92,pump_3h_down,26.0,50.0,18.0,2.3,HOT,early,2.088744,21445.54,-1.47,-0.85,-2.67,-6.88,0.31,0.31,-3.2,-7.45,True,True,True,True
EGLD/USDT,-2501.91,-5.67,pump_3h_down,30.0,27.0,20.0,23.1,HOT,early,20.29014,2103.96,-2.42,-1.33,-4.14,-5.57,0.05,0.05,-2.96,-6.06,True,True,True,True
PNUT/USDT,-2002.18,-8.0,pump_3h_down,111.0,84.0,18.0,2.2,WARM,early,0.321461,76053.99,-2.01,-2.79,-7.95,-7.95,3.4,3.4,-5.65,-9.48,True,True,True,True
PNUT/USDT,48.97,0.42,pump_breakeven,112.0,57.0,21.0,1.9,WARM,early,0.324662,67636.34,0.72,0.75,14.06,24.07,1.98,30.81,-2.39,-2.39,True,True,True,True
ETHFI/USDT,-529.18,-1.53,pump_time_exit,97.0,43.0,28.0,4.5,HOT,early,1.049524,29196.73,10.15,6.24,4.43,8.33,11.19,14.81,-1.96,-1.96,True,True,True,True
INIT/USDT,-2144.71,-6.62,pump_3h_down,94.0,24.0,17.0,1.8,WARM,early,1.359079,23150.43,-2.05,-5.5,-6.57,-6.57,1.35,1.35,-5.24,-8.39,True,True,True,True
ACT/USDT,-3949.73,-11.07,pump_initial_stop,31.0,39.0,14.0,2.9,WARM,early,0.084742,414011.56,-7.01,-11.02,-11.02,-11.02,4.79,4.79,-8.55,-13.38,True,True,True,True
COOKIE/USDT,-931.6,-3.03,pump_3h_down,85.0,43.0,21.0,1.5,WARM,confirmed,0.276538,104474.16,-0.85,-1.03,-3.05,-3.05,1.65,1.65,-2.29,-5.8,True,True,True,True
IO/USDT,-215.53,-0.33,pump_time_exit,23.0,22.0,16.0,21.5,HOT,early,0.885443,46331.03,9.55,4.69,2.43,2.66,16.21,16.21,-0.05,-0.05,True,True,True,True
