symbol,pnl,ret_pct,exit_reason,confirmed,tier,r72_pct,r24_pct,r6_pct,vr,entry_price,qty,ret_1h,ret_2h,ret_3h,ret_4h,mfe_1h,mfe_4h,mae_1h,mae_4h
KAITO/USDT,-727.63,-6.19,pump_3h_down,False,B,-18.0,27.0,27.0,5.0,1.94,5880.59,-6.36,-0.99,-4.3,-6.12,0.07,2.1,-7.04,-8.26
REZ/USDT,-782.96,-5.12,pump_3h_down,False,B,10.0,32.0,36.0,41.9,0.02,621779.16,-0.98,-1.11,-5.16,-5.16,1.93,3.96,-2.75,-6.85
MOVE/USDT,-708.71,-4.66,pump_3h_down,False,B,-0.0,26.0,16.0,5.3,0.5,29335.08,-0.81,-3.68,-4.59,-4.59,0.71,0.71,-2.76,-5.29
BANANA/USDT,-1050.14,-5.84,pump_initial_stop,False,B,37.0,76.0,60.0,16.1,18.63,934.08,-4.08,-5.79,-5.79,-5.79,6.28,6.28,-6.55,-12.13
BANANA/USDT,-737.91,-6.82,pump_3h_down,False,B,29.0,56.0,52.0,24.8,17.56,599.5,-4.38,-4.78,-6.83,-6.83,2.68,2.68,-5.57,-7.91
AUCTION/USDT,-549.3,-2.96,pump_probe_kill,False,B,63.0,40.0,28.0,2.8,26.56,655.09,-1.59,-1.07,1.53,-4.15,3.53,3.53,-3.81,-4.49
VIC/USDT,663.92,11.99,pump_lock_2pct,False,B,19.0,41.0,20.0,2.7,0.28,20172.81,12.19,12.19,12.19,12.19,14.51,14.51,-3.23,-3.23
VIC/USDT,567.54,9.95,pump_lock_2pct,False,B,35.0,59.0,33.0,3.3,0.31,18599.79,9.94,9.94,9.94,9.94,13.33,13.33,-6.15,-6.15
VANRY/USDT,-1313.41,-9.09,pump_3h_down,False,B,2.0,24.0,17.0,2.9,0.03,471438.66,-4.05,-5.71,-3.71,-3.05,4.28,4.28,-6.38,-7.05
VIC/USDT,-569.98,-1.4,pump_lock_2pct,True,A,64.0,90.0,58.0,6.2,0.38,90088.85,3.01,3.38,4.61,-3.17,5.65,7.83,-9.42,-9.9
SOLV/USDT,-230.94,-1.44,pump_3h_down,False,B,24.0,22.0,17.0,7.0,0.05,278071.1,2.09,-0.03,-0.13,-1.38,2.62,2.62,-3.24,-3.24
RARE/USDT,-1050.73,-7.3,pump_3h_down,False,B,-6.0,34.0,19.0,8.0,0.12,120263.78,-3.57,-3.65,-1.34,-5.54,1.15,1.15,-5.11,-6.74
BANANA/USDT,-2546.75,-8.97,pump_3h_down,False,A,55.0,29.0,28.0,4.6,18.93,1468.51,-4.96,-5.76,-9.08,-9.08,5.66,5.66,-7.55,-9.93
PNUT/USDT,-495.92,-3.45,pump_3h_down,False,B,26.0,24.0,14.0,3.7,0.21,64193.24,-1.46,-2.45,-3.44,-3.44,1.74,1.74,-1.75,-3.73
ZRO/USDT,869.92,6.7,pump_lock_2pct,False,B,25.0,19.0,15.0,11.0,2.04,6557.38,6.7,6.7,6.7,6.7,11.3,11.3,-0.49,-0.49
SPELL/USDT,-341.86,-2.33,pump_3h_down,False,B,32.0,27.0,20.0,7.1,0.0,17440958.99,-1.42,-1.85,-2.21,-2.21,0.71,1.16,-1.66,-3.61
RED/USDT,-834.61,-3.3,pump_3h_down,False,A,46.0,53.0,20.0,2.9,0.85,28199.01,0.06,-2.32,-3.11,-3.2,2.21,3.15,-1.41,-7.15
CAKE/USDT,1495.29,5.8,pump_lock_2pct,False,A,51.0,35.0,15.0,8.7,2.44,10956.7,3.48,2.12,5.81,5.81,4.87,10.33,-2.31,-2.31
1000CHEEMS/USDT,774.73,6.01,pump_lock_2pct,False,B,26.0,19.0,17.0,26.2,0.0,11333393.85,1.73,3.51,5.21,6.06,2.5,10.05,-6.5,-6.5
NMR/USDT,-1692.32,-10.11,pump_initial_stop,False,B,47.0,50.0,44.0,44.9,12.89,1275.58,-10.14,-10.14,-10.14,-10.14,3.21,3.21,-11.46,-11.46
API3/USDT,2867.95,21.55,pump_lock_2pct,False,B,27.0,26.0,24.0,22.8,0.75,17868.87,-4.44,21.61,21.61,21.61,0.75,31.58,-7.89,-7.89
NMR/USDT,-1477.49,-9.03,pump_3h_down,False,B,37.0,42.0,35.0,59.6,11.98,1337.94,-6.73,-6.15,-8.32,-8.98,0.2,0.2,-7.48,-9.65
API3/USDT,-1861.75,-11.13,pump_3h_down,False,B,53.0,54.0,51.0,78.3,0.92,17971.71,-4.09,-3.98,-6.17,-10.97,2.46,4.54,-8.79,-12.18
ACX/USDT,-611.92,-5.05,pump_3h_down,False,B,39.0,24.0,15.0,11.9,0.36,32643.56,-0.72,-1.48,-5.03,-5.03,1.85,1.85,-3.21,-5.9
DOGS/USDT,-1312.54,-7.99,pump_3h_down,False,B,36.0,19.0,13.0,5.1,0.0,84421254.62,2.69,2.74,-3.21,-5.57,4.95,5.16,-0.1,-6.94
API3/USDT,956.76,6.25,pump_lock_2pct,False,B,42.0,42.0,38.0,13.1,1.23,12894.45,1.42,6.3,6.3,6.3,4.91,13.95,-1.03,-1.03
UMA/USDT,-553.91,-3.99,pump_3h_down,False,B,21.0,26.0,19.0,32.3,1.57,8442.88,3.01,-0.37,-2.67,-4.07,7.74,7.74,-1.96,-4.26
API3/USDT,-2431.53,-9.0,pump_3h_down,False,A,63.0,56.0,26.0,11.0,1.35,19631.1,-0.5,-1.46,-0.94,-4.87,1.88,1.88,-2.57,-5.84
UMA/USDT,-442.36,-3.22,pump_probe_kill,False,B,17.0,19.0,13.0,39.7,1.51,8598.74,-1.64,-3.64,-2.31,-2.18,0.75,0.75,-2.84,-4.03
ZRX/USDT,-944.43,-7.24,pump_3h_down,False,B,21.0,20.0,23.0,39.8,0.32,39810.07,-3.24,-5.65,-7.16,-7.16,0.86,0.86,-4.09,-7.6
ANKR/USDT,-705.35,-5.35,pump_3h_down,False,B,29.0,29.0,29.0,178.4,0.02,552254.44,3.73,-1.48,-3.48,-5.31,6.94,6.94,-1.22,-5.65
AIXBT/USDT,35.43,0.28,pump_lock_2pct,True,B,22.0,20.0,14.0,7.1,0.12,337039.04,4.48,9.57,8.44,4.56,6.99,12.57,-0.05,-0.05
FORM/USDT,-151.11,-0.81,pump_probe_kill,False,B,35.0,22.0,18.0,2.7,2.52,5944.08,0.86,-0.54,-1.9,-1.71,2.55,2.55,-1.65,-3.99
HIVE/USDT,-631.28,-4.88,pump_3h_down,False,B,18.0,20.0,15.0,31.5,0.28,44725.22,0.02,1.53,-1.06,-3.18,5.23,5.23,-2.56,-4.22
COMP/USDT,-1013.25,-9.61,pump_3h_down,False,B,27.0,33.0,28.0,91.4,51.39,201.17,2.58,-4.92,-6.76,-9.55,6.14,6.14,-1.53,-10.31
ARK/USDT,-553.05,-4.34,pump_3h_down,False,B,22.0,19.0,18.0,2.3,0.36,34028.67,-2.25,-2.81,-4.34,-4.34,2.07,2.07,-2.98,-5.07
PENDLE/USDT,-399.18,-3.1,pump_3h_down,False,B,28.0,23.0,13.0,2.0,3.4,3562.62,1.07,0.48,-0.67,-1.58,1.33,1.74,-0.11,-2.23
RENDER/USDT,-260.58,-1.95,pump_3h_down,False,B,21.0,19.0,15.0,2.3,3.4,3564.72,1.07,0.51,1.04,-0.58,1.3,2.27,-0.87,-0.87
LISTA/USDT,-467.03,-3.69,pump_stagnation_exit,False,B,18.0,25.0,24.0,5.8,0.15,79933.16,-7.23,-6.7,-5.3,-4.04,-0.05,2.41,-7.63,-7.63
GUN/USDT,-1142.21,-2.55,pump_lock_2pct,True,B,12.0,18.0,20.0,2.2,0.05,777753.26,-0.26,0.94,6.76,5.19,6.3,9.77,-2.55,-2.55
JASMY/USDT,805.42,3.62,pump_breakeven,False,A,61.0,30.0,19.0,2.3,0.02,1438310.18,3.74,3.74,3.74,3.74,8.38,8.38,-3.41,-3.41
JASMY/USDT,-1456.14,-5.92,pump_3h_down,False,A,65.0,29.0,19.0,3.6,0.02,1400869.44,-3.52,-5.82,-5.94,-5.94,2.42,2.42,-3.99,-7.41
1000CAT/USDT,-941.27,-6.42,pump_3h_down,False,B,35.0,26.0,22.0,10.1,0.01,2307638.65,-4.27,-5.73,-6.38,-6.38,1.25,1.25,-5.08,-7.03
API3/USDT,-859.88,-7.8,pump_3h_down,False,B,21.0,28.0,30.0,17.2,0.93,11512.07,-4.33,-4.76,-7.86,-7.86,0.7,0.7,-4.97,-8.18
CVC/USDT,-1228.77,-11.51,pump_initial_stop,False,B,17.0,20.0,15.0,5.1,0.11,92952.26,-11.56,-11.56,-11.56,-11.56,6.24,6.24,-11.74,-11.74
ARK/USDT,-2171.8,-5.1,pump_lock_2pct,True,B,25.0,25.0,14.0,4.4,0.43,88635.25,3.33,10.01,7.96,10.36,7.91,13.09,-2.78,-2.78
IQ/USDT,-3125.61,-15.94,pump_stagnation_exit,False,A,52.0,60.0,21.0,10.4,0.01,3372197.11,3.86,0.4,4.63,-3.58,5.06,5.97,-1.37,-4.35
BIGTIME/USDT,-1834.64,-4.82,pump_stagnation_exit,True,B,13.0,28.0,16.0,16.0,0.08,481448.66,-0.42,0.73,1.17,0.69,1.92,1.92,-1.03,-1.45
T/USDT,532.4,4.57,pump_lock_2pct,False,B,47.0,43.0,39.0,21.2,0.02,581422.3,4.58,4.58,4.58,4.58,12.45,12.45,-2.48,-2.48
MEME/USDT,402.8,4.14,pump_lock_2pct,False,B,29.0,38.0,39.0,21.1,0.0,5107600.58,4.19,4.19,4.19,4.19,14.02,14.02,-3.34,-3.34
T/USDT,330.67,3.65,pump_lock_2pct,False,B,47.0,42.0,33.0,43.7,0.02,455627.24,2.76,2.57,3.71,3.71,4.18,10.32,-2.76,-2.76
MEME/USDT,-699.31,-6.61,pump_3h_down,False,B,35.0,44.0,44.0,29.3,0.0,4922643.19,-3.64,-6.27,-6.61,-6.61,1.67,1.67,-4.41,-8.81
GMT/USDT,7.0,0.27,pump_breakeven,False,B,18.0,25.0,22.0,16.2,0.05,188624.21,0.13,0.13,0.13,0.13,9.54,9.54,-1.71,-1.71
MEME/USDT,-554.42,-6.75,pump_3h_down,False,B,27.0,36.0,29.0,29.7,0.0,4086786.59,-0.92,-3.12,-6.76,-6.76,4.66,4.66,-3.84,-7.53
WAXP/USDT,-1893.02,-9.13,pump_3h_down,False,A,49.0,39.0,29.0,5.7,0.03,687210.55,-4.92,-5.66,-9.08,-9.08,2.15,2.15,-8.03,-9.35
HIGH/USDT,646.15,7.98,pump_lock_2pct,False,B,32.0,34.0,29.0,38.0,0.48,17232.63,7.83,7.83,7.83,7.83,10.53,10.53,-3.58,-3.58
HIGH/USDT,677.93,6.99,pump_breakeven,False,B,44.0,44.0,39.0,45.0,0.52,19160.5,-1.58,7.05,7.05,7.05,3.6,8.2,-4.65,-4.85
MEME/USDT,-873.79,-5.87,pump_probe_kill,False,A,47.0,50.0,14.0,3.0,0.0,6654849.7,-3.52,-6.52,-3.28,0.64,0.6,1.2,-4.72,-7.21
HIGH/USDT,-590.06,-12.18,pump_3h_down,False,B,89.0,83.0,28.0,3.7,0.67,7118.7,-8.7,-10.94,-12.13,-12.13,2.04,2.04,-9.45,-12.43
MBOX/USDT,522.56,5.46,pump_lock_2pct,False,B,28.0,25.0,15.0,3.3,0.05,204889.17,-2.94,2.84,5.51,5.51,4.07,17.05,-5.0,-5.0
MAGIC/USDT,-621.94,-8.75,pump_initial_stop,False,B,87.0,78.0,70.0,46.2,0.13,51896.19,0.4,-2.89,-8.71,-8.71,7.34,7.34,-3.63,-10.5
HIGH/USDT,-438.81,-2.98,pump_probe_kill,False,A,67.0,59.0,17.0,3.9,0.59,23414.0,-3.44,-4.8,-0.9,-4.8,0.12,7.93,-4.29,-6.16
WCT/USDT,-5.09,0.18,pump_lock_2pct,True,B,15.0,40.0,26.0,3.7,0.48,68361.43,2.15,4.81,5.48,9.74,3.88,16.39,-0.05,-0.05
ARK/USDT,-1293.91,-3.66,pump_stagnation_exit,True,B,-1.0,18.0,17.0,11.5,0.53,62967.09,0.29,-0.14,-0.6,1.39,2.22,2.22,-2.97,-2.97
MAGIC/USDT,18530.63,62.78,pump_trailing_stop,True,B,70.0,62.0,34.0,31.5,0.12,228131.52,-5.12,2.24,7.63,10.08,1.67,13.93,-5.28,-5.36
SKL/USDT,695.61,5.83,pump_breakeven,False,B,29.0,22.0,16.0,4.0,0.03,485941.48,6.01,6.01,6.01,6.01,8.48,8.48,-6.42,-6.42
ENJ/USDT,-176.4,-0.65,pump_breakeven,False,A,72.0,65.0,20.0,3.5,0.11,190783.67,-3.46,-2.35,0.23,-0.6,2.62,9.07,-5.76,-5.76
SKL/USDT,-765.37,-4.92,pump_probe_kill,False,B,36.0,30.0,23.0,10.8,0.03,555082.41,-3.28,-3.58,1.51,-3.32,7.97,7.97,-4.21,-5.8
PIXEL/USDT,2827.76,11.7,pump_lock_2pct,False,A,61.0,34.0,29.0,6.0,0.04,580021.75,11.8,11.8,11.8,11.8,16.61,16.61,-8.09,-8.09
MAGIC/USDT,-508.31,-12.88,pump_3h_down,False,B,265.0,101.0,42.0,2.2,0.28,14130.25,3.11,-2.7,-5.39,-12.8,5.51,5.51,-6.77,-15.67
PIXEL/USDT,314.53,2.32,pump_lock_2pct,False,A,81.0,49.0,46.0,14.1,0.05,312648.95,2.35,2.35,2.35,2.35,10.74,10.74,-3.23,-3.23
TURBO/USDT,3125.83,12.83,pump_lock_2pct,False,A,52.0,36.0,24.0,3.8,0.0,8134365.57,4.28,0.97,-3.46,-4.74,7.4,7.73,-0.84,-4.94
IMX/USDT,-146.39,-1.19,pump_breakeven,False,B,36.0,38.0,15.0,1.8,0.64,16430.6,-1.3,-3.64,-3.02,2.6,3.07,3.23,-3.02,-4.89
TURBO/USDT,836.44,11.12,pump_lock_2pct,False,B,89.0,71.0,18.0,2.7,0.0,1887539.37,0.86,0.49,1.67,11.1,4.92,12.16,-3.08,-3.08
ACT/USDT,-976.86,-8.91,pump_3h_down,False,B,33.0,47.0,18.0,2.5,0.08,131404.45,0.32,-5.56,-5.68,-8.99,3.99,3.99,-3.11,-9.24
BIO/USDT,-1044.12,-1.78,pump_lock_2pct,True,B,42.0,24.0,22.0,7.6,0.07,771520.86,-1.72,0.86,0.86,0.56,1.16,2.38,-2.63,-3.39
EGLD/USDT,-901.27,-5.59,pump_3h_down,False,B,38.0,24.0,20.0,11.7,19.12,815.07,0.32,-1.93,-4.23,-5.59,4.6,4.6,-2.09,-6.64
PENGU/USDT,625.03,2.63,pump_breakeven,False,A,69.0,31.0,15.0,4.2,0.01,3057205.88,2.65,2.65,2.65,2.65,8.85,8.85,-0.42,-0.42
EGLD/USDT,-320.57,-2.3,pump_3h_down,False,B,30.0,20.0,12.0,22.6,18.2,706.15,-0.82,0.22,-1.26,0.55,0.99,0.99,-2.03,-2.03
CETUS/USDT,-3271.11,-10.39,pump_initial_stop,True,B,101.0,49.0,10.0,2.2,0.21,142614.63,0.9,4.25,0.09,-0.57,3.45,6.38,-2.04,-2.32
BIO/USDT,-1113.19,-8.78,pump_probe_kill,False,B,28.0,23.0,16.0,4.2,0.08,147617.31,-7.31,-7.07,-8.62,-8.02,0.66,0.66,-9.09,-9.45
BONK/USDT,-811.73,-6.44,pump_stagnation_exit,False,B,31.0,23.0,21.0,4.9,0.0,620958138.16,5.07,2.64,0.96,-1.88,5.48,6.55,-1.88,-2.18
WLD/USDT,-17.95,0.16,pump_stagnation_exit,True,B,35.0,27.0,18.0,3.1,1.15,42401.65,2.03,0.73,1.77,0.9,3.67,3.85,-1.7,-1.7
PUNDIX/USDT,-1259.99,-2.88,pump_stagnation_exit,True,B,24.0,29.0,27.0,16.2,0.37,108062.68,-3.23,-1.98,-1.84,4.1,2.17,7.04,-4.73,-4.73
PIVX/USDT,-839.76,-8.01,pump_3h_down,False,B,46.0,61.0,41.0,37.8,0.22,46837.29,3.43,-0.19,-6.27,-7.92,5.12,5.9,-1.83,-9.39
COOKIE/USDT,272.46,2.45,pump_lock_2pct,False,B,17.0,26.0,13.0,3.8,0.15,79295.5,-0.44,2.24,4.86,3.62,3.75,7.94,-1.88,-2.86
SHELL/USDT,-883.18,-6.03,pump_3h_down,False,B,36.0,26.0,18.0,3.6,0.23,62360.05,-2.47,-3.26,-2.9,-4.88,1.44,1.44,-7.52,-7.52
BB/USDT,217.67,0.74,pump_stagnation_exit,True,B,15.0,19.0,13.0,5.3,0.13,299527.46,-0.28,1.7,0.33,-0.2,0.78,2.91,-1.34,-1.34
IO/USDT,1341.82,11.64,pump_lock_2pct,False,B,18.0,20.0,14.0,19.7,0.87,13520.53,1.91,11.7,11.7,11.7,3.29,18.49,-4.2,-4.2
PENGU/USDT,-631.49,-1.47,pump_stagnation_exit,True,B,29.0,23.0,20.0,2.7,0.01,2686999.43,0.18,1.51,-0.43,-0.3,1.71,2.6,-1.42,-2.21
IO/USDT,-717.39,-5.25,pump_probe_kill,False,B,36.0,33.0,27.0,29.7,0.97,13577.88,-4.48,-6.54,-6.34,-7.06,0.98,0.98,-5.2,-9.12
ETHFI/USDT,-325.89,-2.12,pump_probe_kill,False,B,44.0,45.0,22.0,5.2,0.74,18946.71,-3.96,-3.83,-4.91,-4.23,3.73,3.73,-5.31,-5.98
PNUT/USDT,1185.6,3.17,pump_stagnation_exit,True,B,29.0,37.0,20.0,6.1,0.21,187024.18,-0.48,-0.63,1.25,4.43,0.38,4.67,-2.7,-2.7
EIGEN/USDT,-353.26,-2.3,pump_3h_down,False,B,40.0,48.0,21.0,4.7,1.13,12455.65,-4.73,-4.81,-0.49,-0.4,4.8,4.8,-5.08,-5.78
VIRTUAL/USDT,-843.74,-6.92,pump_3h_down,False,B,26.0,50.0,18.0,2.3,2.09,5676.05,-1.47,-0.85,-2.67,-6.88,0.31,0.31,-3.2,-7.45
NEIRO/USDT,903.87,2.1,pump_breakeven,True,B,50.0,51.0,16.0,4.3,0.0,148261309.66,-3.7,-2.68,4.44,3.23,2.88,6.84,-4.08,-4.81
PEPE/USDT,-509.11,-5.7,pump_3h_down,False,B,69.0,46.0,22.0,2.7,0.0,645249251.29,-0.8,-1.69,-5.58,-5.58,1.97,1.97,-4.53,-6.55
PEPE/USDT,-277.07,-1.76,pump_stagnation_exit,False,A,65.0,39.0,14.0,4.1,0.0,1119121339.18,1.06,1.53,-1.47,-0.92,1.93,2.72,-3.45,-4.56
PNUT/USDT,26456.34,53.21,pump_trailing_stop,True,B,52.0,49.0,13.0,2.4,0.24,190125.6,2.08,5.4,10.68,11.46,3.14,22.84,-0.34,-0.34
MUBARAK/USDT,2360.19,8.7,pump_lock_2pct,False,A,75.0,46.0,19.0,2.4,0.05,611795.41,8.76,8.76,8.76,8.76,20.86,20.86,-0.05,-0.05
BROCCOLI714/USDT,-1669.49,-5.13,pump_initial_stop,False,A,55.0,35.0,20.0,3.2,0.04,754948.42,-5.08,-5.08,-5.08,-5.08,4.5,4.5,-17.56,-17.56
MUBARAK/USDT,3215.12,21.54,pump_lock_2pct,False,A,84.0,58.0,30.0,2.7,0.05,305162.83,21.6,21.6,21.6,21.6,27.06,27.06,-0.05,-0.05
1000CAT/USDT,2157.51,7.04,pump_breakeven,False,A,70.0,40.0,23.0,3.5,0.01,3222177.49,7.2,7.2,7.2,7.2,9.85,9.85,-2.7,-2.7
MUBARAK/USDT,-1073.59,-11.4,pump_lock_2pct,False,B,124.0,89.0,53.0,3.9,0.06,154028.1,-11.19,-11.19,-11.19,-11.19,19.74,19.74,-16.18,-16.18
1000CAT/USDT,1030.05,5.61,pump_lock_2pct,False,A,82.0,49.0,26.0,3.8,0.01,1814645.48,5.86,5.86,5.86,5.86,23.01,23.01,-1.77,-1.77
AUCTION/USDT,-528.83,-2.99,pump_probe_kill,False,B,30.0,19.0,15.0,3.7,14.17,1170.33,5.88,0.44,-2.03,-4.21,6.23,7.79,-0.97,-5.2
VELODROME/USDT,-690.02,-3.27,pump_probe_kill,False,B,56.0,39.0,11.0,6.1,0.08,263046.37,-5.87,-5.47,-3.22,-5.34,4.05,4.05,-7.98,-8.25
XAI/USDT,1660.08,7.71,pump_breakeven,False,A,74.0,44.0,12.0,3.7,0.09,243522.2,-2.8,7.66,7.66,7.66,2.04,8.21,-4.45,-4.45
1MBABYDOGE/USDT,-3204.09,-9.58,pump_3h_down,False,A,58.0,30.0,20.0,2.5,0.0,16722710.95,-1.52,-4.64,-3.21,-8.53,5.44,5.44,-2.47,-8.62
KAITO/USDT,1654.52,10.45,pump_lock_2pct,False,B,24.0,23.0,18.0,2.9,1.66,9729.33,10.51,10.51,10.51,10.51,12.34,12.34,-1.22,-1.22
KAITO/USDT,-2133.5,-2.99,pump_stagnation_exit,True,B,38.0,31.0,26.0,4.5,1.84,35742.2,2.8,3.18,2.14,1.84,7.85,7.85,-0.59,-0.59
OP/USDT,-559.14,-5.45,pump_3h_down,False,B,51.0,21.0,12.0,4.0,0.92,10821.02,-0.71,0.82,0.17,1.04,2.24,4.21,-1.36,-1.36
RUNE/USDT,-251.51,-2.39,pump_probe_kill,False,B,39.0,19.0,15.0,2.8,2.01,4840.13,2.34,1.49,-2.49,-2.39,2.78,3.58,-1.54,-3.38
ACT/USDT,-1087.83,-11.07,pump_initial_stop,False,B,31.0,39.0,14.0,2.9,0.08,114026.43,-7.01,-11.02,-11.02,-11.02,4.79,4.79,-8.55,-13.38
ETHFI/USDT,29090.09,39.47,pump_trailing_stop,True,A,71.0,22.0,12.0,2.9,0.88,74984.62,5.17,19.14,31.3,26.64,7.33,36.86,-1.75,-1.75
PEOPLE/USDT,3392.5,8.75,pump_lock_2pct,False,A,56.0,50.0,22.0,10.5,0.03,1200305.29,8.8,8.8,8.8,8.8,10.49,10.49,-0.26,-0.26
BOME/USDT,-334.71,-3.39,pump_probe_kill,False,B,51.0,40.0,24.0,4.2,0.0,2982323.38,-1.3,2.73,-1.55,-3.88,0.08,3.37,-3.6,-4.04
PEOPLE/USDT,-1793.6,-8.45,pump_3h_down,False,B,65.0,61.0,13.0,3.8,0.04,591800.22,-2.36,-0.42,-5.72,-8.35,2.43,2.43,-3.02,-10.49
LQTY/USDT,-1808.36,-1.99,pump_stagnation_exit,True,B,35.0,29.0,11.0,5.4,1.2,68858.28,-2.55,-3.55,-2.47,-1.89,2.2,2.2,-2.8,-5.14
1000SATS/USDT,-1839.09,-11.37,pump_initial_stop,False,B,38.0,48.0,26.0,8.7,0.0,216151449.93,-4.53,-3.31,-11.32,-11.32,0.9,0.9,-4.94,-12.82
NEIRO/USDT,1097.38,5.74,pump_breakeven,False,B,-7.0,25.0,17.0,2.2,0.0,37275850.03,5.78,5.78,5.78,5.78,8.43,8.43,-0.11,-0.11
PNUT/USDT,-690.85,-3.29,pump_3h_down,False,B,-2.0,21.0,15.0,2.9,0.35,56462.07,1.35,-0.14,-0.31,-3.24,3.57,3.57,-0.65,-3.64
BB/USDT,-1267.75,-6.45,pump_3h_down,False,B,20.0,28.0,15.0,8.7,0.2,97767.26,-2.0,-3.84,-6.35,-6.35,0.62,0.62,-3.02,-7.37
NEIRO/USDT,44.1,0.26,pump_lock_2pct,True,B,-8.0,37.0,25.0,2.9,0.0,118581795.89,-2.89,-0.76,-2.03,-1.09,2.72,2.72,-5.08,-5.08
COOKIE/USDT,-1856.87,-7.66,pump_3h_down,False,B,37.0,51.0,19.0,3.9,0.22,105216.9,-2.59,-4.23,-7.71,-7.71,4.05,4.05,-5.75,-9.22
COW/USDT,-1243.46,-6.12,pump_3h_down,False,B,31.0,27.0,27.0,5.9,0.49,40073.96,-1.9,-1.72,-3.98,-6.05,0.3,0.93,-3.51,-6.34
1000SATS/USDT,-900.17,-4.49,pump_3h_down,False,B,28.0,23.0,12.0,2.7,0.0,312508580.13,-0.7,-1.84,-4.44,-4.44,1.09,1.09,-2.16,-4.76
LISTA/USDT,-421.44,-0.9,pump_lock_2pct,False,A,67.0,48.0,52.0,14.5,0.3,128082.23,3.27,-0.92,-0.92,-0.92,3.97,10.48,-6.72,-6.72
LISTA/USDT,-2142.88,-9.19,pump_initial_stop,False,B,78.0,61.0,50.0,33.9,0.31,73150.64,-9.14,-9.14,-9.14,-9.14,0.21,0.21,-11.0,-11.0
ANIME/USDT,-1136.29,-1.55,pump_stagnation_exit,True,B,16.0,18.0,16.0,4.2,0.03,2326795.19,-2.08,0.71,0.46,1.94,3.9,3.9,-2.22,-2.48
LISTA/USDT,638.17,1.18,pump_stagnation_exit,True,B,63.0,49.0,28.0,28.3,0.28,227870.82,-0.3,-0.47,0.02,-0.68,2.38,4.74,-1.04,-3.99
COOKIE/USDT,-1651.12,-3.62,pump_breakeven,True,B,86.0,39.0,23.0,2.1,0.27,153428.86,-2.13,-1.0,0.83,2.21,-0.01,4.18,-4.91,-4.91
WLD/USDT,-412.74,-2.01,pump_breakeven,False,B,35.0,26.0,19.0,3.7,1.52,12320.04,4.7,6.28,3.51,1.86,5.03,8.72,-1.5,-1.5
KERNEL/USDT,-1927.55,-8.57,pump_initial_stop,False,B,48.0,37.0,32.0,6.5,0.22,98646.19,-2.92,-1.8,-8.44,-8.44,3.09,3.09,-7.54,-10.1
LISTA/USDT,-774.28,-4.1,pump_3h_down,False,B,9.0,20.0,17.0,2.6,0.31,58167.72,-0.37,-1.24,-0.6,-1.37,2.37,2.79,-1.08,-2.95
COOKIE/USDT,-7107.87,-11.36,pump_stagnation_exit,True,B,24.0,19.0,21.0,2.3,0.35,173212.03,1.48,3.64,5.05,3.35,4.53,6.17,-0.91,-0.91
TRB/USDT,-1927.46,-5.52,pump_probe_kill,False,A,73.0,66.0,24.0,5.9,53.44,630.74,-3.01,-3.83,-3.12,-1.12,0.74,0.74,-7.95,-7.95
WCT/USDT,-1620.02,-2.18,pump_stagnation_exit,True,B,43.0,43.0,23.0,4.8,0.93,72806.8,-2.43,-0.58,-1.07,1.04,0.4,5.67,-7.57,-7.57
